Kevin Munroe,"[u'Category:1960 births', u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American storyboard artists', u'Category:Articles with hCards', u'Category:Canadian film directors', u'Category:Canadian film producers']"
David Wheatley,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Mark Romanek,"[u'Category:1959 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American music video directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from August 2009', u'Category:Film directors from Illinois', u'Category:Grammy Award winners', u'Category:Ithaca College alumni', u'Category:Living people']"
Matthew Harrison,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Roger Donaldson,"[u'Category:1945 births', u'Category:Articles with hCards', u'Category:Australian emigrants to New Zealand', u'Category:Living people', u'Category:New Zealand film directors', u'Category:Science fiction film directors', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with LCCN identifiers']"
Luc Besson,"[u'Category:1959 births', u'Category:All articles with specifically marked weasel-worded phrases', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with specifically marked weasel-worded phrases from June 2016', u'Category:Articles with unsourced statements from July 2014', u'Category:BAFTA winners (people)', u'Category:Best Director C\xe9sar Award winners', u'Category:Best Director Lumi\xe8res Award winners', u'Category:Commons category with local link same as on Wikidata']"
David R. Ellis,"[u'Category:1952 births', u'Category:2013 deaths', u'Category:American male child actors', u'Category:Articles with hCards', u'Category:English-language film directors', u'Category:Film directors from California', u'Category:People from Santa Monica, California', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Lorene Scafaria,"[u'Category:1978 births', u'Category:American female singers', u'Category:American film actresses', u'Category:American film directors', u'Category:American people of Italian descent', u'Category:American screenwriters', u'Category:American women dramatists and playwrights', u'Category:American women film directors', u'Category:American women screenwriters', u'Category:Living people']"
Kunihiko Yuyama,"[u'Category:1952 births', u'Category:Animated film directors', u'Category:Articles containing Japanese-language text', u'Category:Articles with hCards', u'Category:CS1 Japanese-language sources (ja)', u'Category:Japanese anime directors', u'Category:Living people', u'Category:Tatsunoko Production people']"
Curtis Hanson,"[u'Category:1945 births', u'Category:2016 deaths', u'Category:All articles needing additional references', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American male film actors', u'Category:Articles needing additional references from September 2016', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from September 2016', u'Category:Best Adapted Screenplay Academy Award winners']"
Julian Schnabel,"[u'Category:1951 births', u'Category:20th-century American painters', u'Category:21st-century American painters', u'Category:All articles with unsourced statements', u'Category:American Jews', u'Category:American film directors', u'Category:American male painters', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from September 2016', u'Category:Best Director Golden Globe winners']"
Bryan Spicer,"[u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American television directors', u'Category:American television producers', u'Category:Articles with hCards', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Television director stubs', u'Category:Wikipedia articles with VIAF identifiers']"
Mark A.Z. Dippé,"[u'Category:1958 births', u'Category:Alaska people stubs', u'Category:All stub articles', u'Category:American film director, 1950s birth stubs', u'Category:American film directors', u'Category:American men', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from Anchorage, Alaska', u'Category:Special effects people']"
Oscar L. Costo,
Ron Shelton,"[u'Category:1945 births', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Bluefield Orioles players', u'Category:Dallas-Fort Worth Spurs players', u'Category:Film directors from California', u'Category:Living people', u'Category:People from Montecito, California', u'Category:People from the Greater Los Angeles Area']"
Joseph L. Mankiewicz,"[u'Category:1909 births', u'Category:1993 deaths', u'Category:20th-century American businesspeople', u'Category:Activists from New York', u'Category:All articles with links needing disambiguation', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of German-Jewish descent']"
Stuart Baird,"[u'Category:1947 births', u'Category:All BLP articles lacking sources', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from March 2013', u'Category:British film editors', u'Category:English film directors', u'Category:English film editors', u'Category:English film producers', u'Category:EngvarB from August 2014', u'Category:Living people']"
